,Year-Sem,SECTION,A,B,C,D,F,TOTAL A-F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR,Year-sem
8535,,MATH-172-502,14,12,7,4,1,38.0,2.8939999999999997,0.0,0.0,0.0,3.0,0.0,41.0,ORDOG E,20211
8536,,MATH-172-503,19,10,7,1,0,37.0,3.27,0.0,0.0,0.0,4.0,0.0,41.0,ORDOG E,20211
8537,,MATH-200-500,9,1,0,0,1,11.0,3.545,0.0,0.0,0.0,0.0,0.0,11.0,HOWARD P,20211
8538,,MATH-200-501,4,0,2,0,0,6.0,3.333,0.0,0.0,0.0,0.0,0.0,6.0,HOWARD P,20211
8539,,MATH-221-501,16,2,3,2,3,26.0,3.0,0.0,0.0,0.0,1.0,0.0,27.0,CANTU J,20211
8540,,MATH-221-502,13,9,2,0,1,25.0,3.32,0.0,0.0,0.0,1.0,0.0,26.0,CANTU J,20211
8541,,MATH-221-503,3,8,4,4,0,19.0,2.526,0.0,0.0,0.0,4.0,0.0,23.0,DYKEMA K,20211
8542,,MATH-251-501,37,22,26,9,4,98.0,2.806,0.0,0.0,0.0,10.0,0.0,108.0,AUSTIN A,20211
8543,,MATH-251-502,32,31,23,5,3,94,2.893,0,0.1,0.2,10,0.3,104,AUSTIN A,20211
8544,,MATH-251-503,33,27,19,10,4,93.0,2.806,0.0,0.0,0.0,12.0,0.0,105.0,AUSTIN A,20211
8545,,MATH-251-504,46,28,18,7,4,103.0,3.0189999999999997,0.0,0.0,0.0,4.0,0.0,107.0,CANTU J,20211
8546,,MATH-251-505,47,22,16,13,3,101.0,2.96,0.0,0.0,0.0,4.0,0.0,105.0,CANTU J,20211
8547,,MATH-251-506,15,27,29,4,8,83.0,2.445,0.0,0.0,0.0,12.0,0.0,95.0,PEARLSTEIN R,20211
8548,,MATH-251-507,19,29,24,9,4,85.0,2.588,0.0,0.0,0.0,16.0,0.0,101.0,PEARLSTEIN R,20211
8549,,MATH-251-508,37,17,17,3,9,83.0,2.843,0.0,0.0,0.0,17.0,0.0,100.0,PEARLSTEIN R,20211
8550,,MATH-285-501,7,0,0,0,0,7.0,4.0,0.0,0.0,0.0,1.0,0.0,8.0,SHIU A,20211
8551,,MATH-300-901,6,7,6,1,0,20.0,2.9,0.0,0.0,0.0,4.0,0.0,24.0,SHATALOV O,20211
8552,,MATH-300-902,8,3,3,4,0,18.0,2.833,0.0,0.0,0.0,3.0,0.0,21.0,SHATALOV O,20211
8553,,MATH-300-903,10,3,7,1,3,24.0,2.6660000000000004,0.0,0.0,0.0,2.0,0.0,26.0,BOAS H,20211
8554,,MATH-300-904,6,5,6.1,2,0,19,2.789,0.1,0.2,0.3,3,0.4,22,ANSHELEVICH M,20211
8555,,MATH-300-970,10,2,0,0,0,12.0,3.833,0.0,0.0,0.0,2.0,0.0,14.0,MASRI M,20211
8556,,MATH-302-501,21,13,2,1,1,38.0,3.3680000000000003,0.0,0.0,0.0,4.0,1.0,43.0,YAN H,20211
8557,,MATH-304-200,7,1,0,0,0,8.0,3.875,0.0,0.0,0.0,2.0,0.0,10.0,LIU C,20211
8558,,MATH-304-501,19,20,4,1,0,44.0,3.295,0.0,0.0,0.0,3.0,0.0,47.0,LIU C,20211
8559,,MATH-304-502,23,22,6,0,0,51.0,3.333,0.0,0.0,0.0,7.0,0.0,58.0,LIU C,20211
8560,,MATH-304-503,23,20,11,1,0,55.0,3.181,0.0,0.0,0.0,3.0,0.0,58.0,LYNCH B,20211
8561,,MATH-304-504,35,12,5,0,2,54.0,3.444,0.0,0.0,0.0,3.0,0.0,57.0,LYNCH B,20211
8562,,MATH-304-505,38,13,4,1,1,57.0,3.508,0.0,0.0,0.0,1.0,0.0,58.0,TUCKER-DROB R,20211
8563,,MATH-304-506,15,15,19,2,1,52.0,2.7880000000000003,0.0,0.0,0.0,1.0,0.0,53.0,HUANG H,20211
8564,,MATH-304-507,19,18,9,1,4,51.0,2.9210000000000003,0.0,0.0,0.0,5.0,0.0,56.0,MING S,20211
8565,,MATH-304-508,12,11,15,3,5,46,2.478,0,0.1,0.2,8,0.3,54,ROQUE SOL M,20211
8566,,MATH-304-509,18,11,12,0,3,44.0,2.931,0.0,0.0,0.0,10.0,0.0,54.0,ROQUE SOL M,20211
8567,,MATH-304-511,44,7,2,1,3,57.0,3.543,0.0,0.0,0.0,0.0,0.0,57.0,MATOS R,20211
8568,,MATH-304-512,46,11,2,0,0,59.0,3.745,0.0,0.0,0.0,0.0,0.0,59.0,MATOS R,20211
8569,,MATH-308-200,16,7,2,0,1,26.0,3.423,0.0,0.0,0.0,0.0,0.0,26.0,HOWARD P,20211
8570,,MATH-308-201,5,6,3,3,0,17.0,2.764,0.0,0.0,0.0,4.0,0.0,21.0,REIHANI K,20211
8571,,MATH-308-501,23,10,8,0,1,42.0,3.285,0.0,0.0,0.0,4.0,0.0,46.0,VOROBETS M,20211
8572,,MATH-308-503,30,39,21,7,5,102.0,2.803,0.0,0.0,0.0,17.0,0.0,119.0,RAHM JR. R,20211
8573,,MATH-308-504,44,35,17,5,6,107.0,2.99,0.0,0.0,0.0,9.0,0.0,116.0,RAHM JR. R,20211
8574,,MATH-308-505,73,34,18,1,2,128.0,3.367,0.0,0.0,0.0,8.0,0.0,136.0,LEE S,20211
8575,,MATH-308-506,72,36,21,4,2,135.0,3.2739999999999996,0.0,0.0,0.0,3.0,0.0,138.0,LEE S,20211
8576,,MATH-308-507,57,41,21,5,2,126.0,3.158,0.0,0.0,0.0,8.0,0.0,134.0,KIM J,20211
8577,,MATH-308-508,56,36,22,3,3.1,120,3.158,0,0.1,0.2,9,0.3,129,KIM J,20211
8578,,MATH-308-510,67,38,15,0,0,120.0,3.4330000000000003,0.0,0.0,0.0,11.0,0.0,131.0,VOROBETS M,20211
8579,,MATH-308-511,65,26,18,2,2,113.0,3.327,0.0,0.0,0.0,16.0,0.0,129.0,VOROBETS M,20211
8580,,MATH-308-512,44,22,26,7,7,106.0,2.839,0.0,0.0,0.0,23.0,0.0,129.0,ONICA C,20211
8581,,MATH-308-514,35,31,23,10,5,104.0,2.778,0.0,0.0,0.0,21.0,0.0,125.0,ONICA C,20211
8582,,MATH-308-515,14,20,13,4,0,51.0,2.862,0.0,0.0,0.0,15.0,0.0,66.0,WU J,20211
8583,,MATH-308-516,20,18,14,5,1,58.0,2.8789999999999996,0.0,0.0,0.0,7.0,0.0,65.0,MANUEL D,20211
8584,,MATH-308-519,16,18,18,5,1,58.0,2.741,0.0,0.0,0.0,8.0,0.0,66.0,LEE J,20211
8585,,MATH-308-524,10,34,10,3,0,57.0,2.8939999999999997,0.0,0.0,0.0,8.0,0.0,65.0,WU J,20211
8586,,MATH-308-525,39,9,6,1,1,56.0,3.5,0.0,0.0,0.0,7.0,0.0,63.0,PUN S,20211
8587,,MATH-308-526,21,18,13,5,0,57.0,2.964,0.0,0.0,0.0,8.0,0.0,65.0,LEE J,20211
8588,,MATH-308-527,17,21,6,5,6,55.0,2.69,0.0,0.0,0.0,10.0,0.0,65.0,MANUEL D,20211
8589,,MATH-308-528,29,26,3,1,0,59.0,3.406,0.0,0.0,0.0,5.0,0.0,64.0,PUN S,20211
8590,,MATH-309-501,21,13,6,0,0,40.0,3.375,0.0,0.0,0.0,0.0,0.0,40.0,BATTLE G,20211
8591,,MATH-311-501,18,16,11,5,1,51.0,2.8819999999999997,0.0,0.0,0.0,11.0,0.0,62.0,LYNCH R,20211
8592,,MATH-311-502,20,15,14,2,0,51.0,3.0389999999999997,0.0,0.0,0.0,7.0,0.0,58.0,LYNCH R,20211
8593,,MATH-311-503,18,14,11,2,2,47.0,2.9360000000000004,0.0,0.0,0.0,11.0,0.0,58.0,LYNCH R,20211
8594,,MATH-311-504,14,16,8,5,2,45.0,2.7769999999999997,0.0,0.0,0.0,8.0,0.0,53.0,ZHOU J,20211
8595,,MATH-311-505,19,13,16,1,3,52.0,2.846,0.0,0.0,0.0,5.0,0.0,57.0,ZHOU J,20211
8596,,MATH-323-200,1,8,1,1,1,12.0,2.583,0.0,0.0,0.0,1.0,0.0,13.0,XU G,20211
8597,,MATH-323-501,17,14,3,4,0,38.0,3.157,0.0,0.0,0.0,0.0,0.0,38.0,YANG T,20211
8598,,MATH-323-502,17,14,6,1,0,38.0,3.236,0.0,0.0,0.0,1.0,0.0,39.0,YANG T,20211
8599,,MATH-325-500,19,11,7,4,6,47.0,2.702,0.0,0.0,0.0,10.0,0.0,57.0,KAHLIG J,20211
8600,,MATH-365-501,13,8,9,4,0,34.0,2.8819999999999997,0.0,0.0,0.0,3.0,0.0,37.0,CARTER T,20211
8601,,MATH-365-502,22,15,14,3,3,57.0,2.877,0.0,0.0,0.0,7.0,0.0,64.0,CARTER T,20211
8602,,MATH-366-501,10,20,7,3,0,40.0,2.925,0.0,0.0,0.0,0.0,0.0,40.0,SCHIELACK V,20211
8603,,MATH-366-502,5,14,8,1,0,28.0,2.821,1.0,0.0,0.0,2.0,0.0,31.0,GUSTAFSON R,20211
8604,,MATH-376-500,1,4,2,0,0,7.0,2.8569999999999998,0.0,0.0,0.0,0.0,0.0,7.0,SCHIELACK V,20211
8605,,MATH-401-501,11,15,7,0,5,38.0,2.71,0.0,0.0,0.0,27.0,0.0,65.0,REIHANI K,20211
8606,,MATH-401-502,18,12,16,3,1,50,2.860,0,0.1,0.2,14,0.3,64,REIHANI K,20211
8607,,MATH-403-501,7,6,1,0,0,14.0,3.428,0.0,0.0,0.0,1.0,0.0,15.0,SCHIELACK V,20211
8608,,MATH-407-500,17,5,4,1,1,28.0,3.285,0.0,0.0,0.0,5.0,0.0,33.0,BOOTH R,20211
8609,,MATH-409-200,11,3,0,0,0,14.0,3.785,0.0,0.0,0.0,1.0,0.0,15.0,LARSON D,20211
8610,,MATH-409-501,8,12,5,4,2,31.0,2.645,0.0,0.0,0.0,2.0,0.0,33.0,HARRIS S,20211
8611,,MATH-409-502,9,4,7,5,1,26.0,2.576,0.0,0.0,0.0,3.0,0.0,29.0,ANSHELEVICH M,20211
8612,,MATH-409-503,12,5,3,0,0,20.0,3.45,0.0,0.0,0.0,0.0,0.0,20.0,YU G,20211
8613,,MATH-410-500,4,10,4,0,0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,LUHRMANN J,20211
8614,,MATH-411-200,7,1,0,0,0,8.0,3.875,0.0,0.0,0.0,0.0,0.0,8.0,BRANNAN M,20211
8615,,MATH-411-501,22,12,2,0,0,36.0,3.555,0.0,0.0,0.0,3.0,0.0,39.0,BRANNAN M,20211
8616,,MATH-411-502,28,10,7,1,0,46.0,3.4130000000000003,0.0,0.0,0.0,3.0,0.0,49.0,BRANNAN M,20211
8617,,MATH-411-503,33,10,1,0,0,44.0,3.727,0.0,0.0,0.0,2.0,0.0,46.0,BATTLE G,20211
8618,,MATH-414-501,12,5,11,4,2,34.0,2.617,0.0,0.0,0.0,7.0,0.0,41.0,NARCOWICH F,20211
8619,,MATH-415-500,10,10,3,0,1,24.0,3.1660000000000004,0.0,0.0,0.0,3.0,0.0,27.0,VOROBETS Y,20211
8620,,MATH-416-200,5,0,0,0,0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,PEARLSTEIN G,20211
8621,,MATH-416-500,5,3,0,0,0,8.0,3.625,0.0,0.0,0.0,1.0,0.0,9.0,PEARLSTEIN G,20211
8622,,MATH-417-501,12,10,10,3,0,35.0,2.885,0.0,0.0,0.0,4.0,0.0,39.0,LIN K,20211
8623,,MATH-417-502,21,8,4,5,1,39.0,3.102,0.0,0.0,0.0,1.0,0.0,40.0,PUN S,20211
8624,,MATH-419-500,13,10,4,0,0,27.0,3.333,0.0,0.0,0.0,3.0,0.0,30.0,RAMSEY H,20211
8625,,MATH-423-200,5,3,0,0,0,8.0,3.625,0.0,0.0,0.0,1.0,0.0,9.0,VOLCIC J,20211
8626,,MATH-423-500,7,8,12,1,1,29.0,2.655,0.0,0.0,0.0,9.0,0.0,38.0,VOLCIC J,20211
8627,,MATH-425-500,12,12,13,7,0,44.0,2.659,0.0,0.0,0.0,5.0,0.0,49.0,LEE J,20211
8628,,MATH-427-200,6,1,0,0,0,7.0,3.8569999999999998,0.0,0.0,0.0,1.0,0.0,8.0,YOUNG M,20211
8629,,MATH-427-500,10,11,10.1,2,2.1,35,2.714,1,0,0.1,1.1,0.2,37,YOUNG M,20211
8630,,MATH-433-500,5,12,14,0,1,32.0,2.625,0.0,0.0,0.0,4.0,0.0,36.0,GUSTAFSON R,20211
8631,,MATH-442-930,10,14,0,1,1,26.0,3.1919999999999997,0.0,0.0,0.0,1.0,0.0,27.0,DARIPA P,20211
8632,,MATH-467-900,3,7,5,3,0,18.0,2.555,1.0,0.0,0.0,1.0,0.0,20.0,FULLING S,20211
8633,,MATH-470-200,4,3,1,0,0,8.0,3.375,0.0,0.0,0.0,2.0,0.0,10.0,SHI S,20211
8634,,MATH-470-501,14,13,12,1,0,40.0,3.0,0.0,0.0,0.0,4.0,0.0,44.0,SHI S,20211
8635,,MATH-470-502,6,24,15,3,2,50.0,2.58,0.0,0.0,0.0,2.0,0.0,52.0,SHI S,20211
8636,,MATH-471-500,9,5,3,1,1.1,19,3.052,0,0.1,0.2,2,0.3,21,RUNDELL W,20211
8637,,MATH-478-500,9,19,8,1,1,38.0,2.8939999999999997,0.0,0.0,0.0,2.0,0.0,40.0,STILLER P,20211
8638,,MATH-482-930,5,0,0,0,0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,LARSON D,20211
8639,,MATH-601-602,24,15,0,1,0,40.0,3.55,0.0,0.0,0.0,2.0,0.0,42.0,TALIAFERRO S,20211
8640,,MATH-602-600,9,8,0,0,0,17.0,3.529,0.0,0.0,0.0,0.0,0.0,17.0,CHEN G,20211
8641,,MATH-606-600,11,0,1,0,0,12.0,3.833,0.0,0.0,0.0,0.0,0.0,12.0,ALONSO RUIZ P,20211
8642,,MATH-608-600,8,5,0,0.1,0.2,13,3.615,0.3,0.4,0.5,0.6,0.7,13.1,JOHNSON W,20211
8643,,MATH-610-600,4,3,2,0,0,9.0,3.222,0.0,0.0,0.0,1.0,0.0,10.0,DEMLOW A,20211
8644,,MATH-612-600,4,2,1,0,0,7.0,3.428,0.0,0.0,0.0,1.0,0.0,8.0,STRAUBE E,20211
8645,,MATH-622-600,6,10,0,0,0,16.0,3.375,1.0,0.0,0.0,2.0,0.0,19.0,XU G,20211
8646,,MATH-630-700,16,4,0,0,1,21.0,3.6189999999999998,0.0,0.0,0.0,0.0,0.0,21.0,YAN H,20211
8647,,MATH-642-600,2,4,0,0,0,6.0,3.333,0.0,0.0,0.0,0.0,0.0,6.0,NARCOWICH F,20211
8648,,MATH-644-600,5,0,0.1,0.2,0.3,5.1,4.000,0.4,0.5,0.6,0.7,0.8,5.2,XIE Z,20211
8649,,MATH-647-600,9,1,0,0,0,10.0,3.9,0.0,0.0,0.0,0.0,0.0,10.0,CHEN G,20211
8650,,MATH-654-600,9,4,0,0,0,13.0,3.6919999999999997,0.0,0.0,0.0,1.0,0.0,14.0,SOTTILE F,20211
8651,,MATH-658-600,7,4,1,0,0,12.0,3.5,0.0,0.0,0.0,2.0,0.0,14.0,KUCHMENT P,20211
8652,,MATH-662-601,7,0,0,0,0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,MATUSEVICH L,20211
8653,,MATH-666-600,6,0,0,0,0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,ZELENKO I,20211
8654,,MATH-667-600,6,2,2.1,0,0.1,10,3.400,0.2,0.3,0.4,0.5,0.6,10.1,FOUCART S,20211
8655,,MATH-672-600,9,0,0,0,0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,DARIPA P,20211
8656,,MATH-673-600,6,0,0,0,1,7.0,3.428,0.0,0.0,0.0,0.0,0.0,7.0,RUNDELL W,20211
8657,,MATH-676-600,6,1,1,0,0,8.0,3.625,0.0,0.0,0.0,0.0,0.0,8.0,MAIER M,20211
8658,,MATH-685-637,5,0,0,0,0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,LIMA-FILHO P,20211
8659,,MATH-689-600,5,0,0,0,0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,LUHRMANN J,20211
8660,,MATH-689-601,12,0,0,0,0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,ROWELL E,20211
8661,,MATH-689-700,8,0,0.1,0.2,0.3,8.1,4.000,1,0.4,00,Unnamed: 0,0.5,9,LEE S,20211
8662,,DEPARTMENT TOTAL:,3910,3197,2277,725,439,10548.0,2.8810000000000002,97.0,0.0,0  1687,,1.0,12333.0,,20211
8663,,ASTR-101-501,117,24,7,7.1,1,156,3.596,0,0.1,0.2,10,0.3,166,WANG L,20211
8664,,ASTR-102-501,11,1,0,0,0,12.0,3.9160000000000004,0.0,0.0,0.0,1.0,0.0,13.0,DEVARAKONDA Y,20211
8665,,ASTR-102-502,3,2,2,0,1,8.0,2.75,0.0,0.0,0.0,0.0,0.0,8.0,MACRI L,20211
8666,,ASTR-102-503,9,2,0,0,0,11.0,3.818,0.0,0.0,0.0,0.0,0.0,11.0,DEVARAKONDA Y,20211
8667,,ASTR-102-504,10,0,0,0,1,11.0,3.636,0.0,0.0,0.0,0.0,0.0,11.0,MACRI L,20211
8668,,ASTR-102-506,6,1,0,0,0,7.0,3.8569999999999998,0.0,0.0,0.0,1.0,0.0,8.0,MACRI L,20211
8669,,ASTR-104-500,44,12,6,7,2,71.0,3.253,0.0,0.0,0.0,9.0,0.0,80.0,WANG L,20211
8670,,ASTR-109-201,3,0,0,0,2,5.0,2.4,0.0,0.0,0.0,0.0,0.0,5.0,TOBACK D,20211
8671,,ASTR-109-501,108,17,3,0,15,143.0,3.4189999999999996,0.0,0.0,0.0,17.0,0.0,160.0,TOBACK D,20211
8672,,ASTR-111-501,16,6,2,0,1,25.0,3.44,0.0,0.0,0.0,0.0,0.0,25.0,BROWN P,20211
8673,,ASTR-111-502,21,5,0,0,0,26.0,3.807,0.0,0.0,0.0,0.0,0.0,26.0,BROWN P,20211
8674,,ASTR-314-200,9,1,0,0,1,11.0,3.545,0.0,0.0,0.0,0.0,0.0,11.0,SUNTZEFF N,20211
8675,,ASTR-314-500,57,37,9,0,1,104.0,3.432,0.0,0.0,0.0,0.0,0.0,104.0,SUNTZEFF N,20211
8676,,ASTR-403-500,19,2,4,1,0,26.0,3.5,1.0,0.0,0.0,4.0,0.0,31.0,STRIGARI L,20211
8677,,ASTR-420-500,6,0,2,0,0,8.0,3.5,1.0,0.0,0.0,0.0,0.0,9.0,WALSH J,20211
8678,,ASTR-601-600,8,1,0,0,0,9.0,3.888,0.0,0.0,0.0,0.0,0.0,9.0,PAPOVICH C,20211
8679,,ASTR-604-600,7,0,0,0,0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,DUTTA B,20211
8680,,PHYS-109-501,25,4,0,0,5,34.0,3.2939999999999996,0.0,0.0,0.0,7.0,0.0,41.0,TOBACK D,20211
8681,,PHYS-123-500,125,25,6,2,0,158.0,3.727,0.0,0.0,0.0,1.0,0.0,159.0,WELCH G,20211
8682,,PHYS-125-501,11,5,1,0,0,17.0,3.588,0.0,0.0,0.0,0.0,0.0,17.0,LYUKSYUTOV I,20211
8683,,PHYS-125-502,3,4,0,0,0,7.0,3.428,0.0,0.0,0.0,1.0,0.0,8.0,LYUKSYUTOV I,20211
8684,,PHYS-125-503,9,2,0,0,0,11.0,3.818,0.0,0.0,0.0,0.0,0.0,11.0,LYUKSYUTOV I,20211
8685,,PHYS-125-504,12,2,0,0,0,14.0,3.8569999999999998,0.0,0.0,0.0,0.0,0.0,14.0,LYUKSYUTOV I,20211
8686,,PHYS-125-505,11,3,0,0,0,14.0,3.785,0.0,0.0,0.0,1.0,0.0,15.0,LYUKSYUTOV I,20211
8687,,PHYS-201-501,12,5,3,1,1,22.0,3.181,1.0,0.0,0.0,2.0,0.0,25.0,KHMELENKO V,20211
8688,,PHYS-201-502,13,5,6,0,0,24.0,3.2910000000000004,0.0,0.0,0.0,1.0,0.0,25.0,KHMELENKO V,20211
8689,,PHYS-201-503,13,5,3,1,0,22.0,3.363,0.0,0.0,0.0,2.0,0.0,24.0,KHMELENKO V,20211
8690,,PHYS-201-504,11,7,4,0,1,23.0,3.173,0.0,0.0,0.0,2.0,0.0,25.0,KHMELENKO V,20211
8691,,PHYS-201-505,13,6,4,0,0,23.0,3.391,0.0,0.0,0.0,0.0,0.0,23.0,KHMELENKO V,20211
8692,,PHYS-201-506,15,4,2,0,0,21.0,3.6189999999999998,0.0,0.0,0.0,3.0,0.0,24.0,KHMELENKO V,20211
8693,,PHYS-201-507,0,7,7,2,1,17.0,2.176,0.0,0.0,0.0,4.0,0.0,21.0,WU W,20211
8694,,PHYS-201-508,7,7,6,2,0,22.0,2.863,0.0,0.0,0.0,2.0,0.0,24.0,WU W,20211
8695,,PHYS-201-509,4,4,3,4,0,15.0,2.533,0.0,0.0,0.0,5.0,0.0,20.0,WU W,20211
8696,,PHYS-201-510,8,4,7,1,1,21.0,2.8089999999999997,0.0,0.0,0.0,2.0,0.0,23.0,WU W,20211
8697,,PHYS-201-511,4,7,10,0,1,22.0,2.59,0.0,0.0,0.0,3.0,0.0,25.0,WU W,20211
8698,,PHYS-201-512,2,3,3,4,1,13.0,2.076,0.0,0.0,0.0,10.0,0.0,23.0,WU W,20211
8699,,PHYS-201-513,6,5,6.1,1,0,18,2.888,0.1,0.2,0.3,5.1,0.4,23,WU W,20211
8700,,PHYS-201-514,7,9,4,0,1,21.0,3.0,0.0,0.0,0.0,2.0,0.0,23.0,WU W,20211
8701,,PHYS-201-515,7,7,2,0,0,16.0,3.312,0.0,0.0,0.0,4.0,0.0,20.0,WU W,20211
8702,,PHYS-201-516,11,6,3,2,0,22.0,3.181,0.0,0.0,0.0,1.0,0.0,23.0,WU W,20211
8703,,PHYS-201-517,3,9,5,0,0,17.0,2.8819999999999997,0.0,0.0,0.0,4.0,0.0,21.0,WU W,20211
8704,,PHYS-201-518,5,1,7,2,1,16.0,2.437,0.0,0.0,0.0,8.0,0.0,24.0,WU W,20211
8705,,PHYS-202-501,13,10,1,0,0,24.0,3.5,0.0,0.0,0.0,0.0,0.0,24.0,FORD L,20211
8706,,PHYS-202-502,17,6,0,0,0,23.0,3.739,0.0,0.0,0.0,0.0,0.0,23.0,FORD L,20211
8707,,PHYS-202-503,14,6,2,0,1,23.0,3.391,0.0,0.0,0.0,1.0,0.0,24.0,FORD L,20211
8708,,PHYS-202-504,12,7,3,0,0,22.0,3.409,0.0,0.0,0.0,1.0,0.0,23.0,FORD L,20211
8709,,PHYS-202-505,10,6,6,0,0,22.0,3.181,0.0,0.0,0.0,1.0,0.0,23.0,FORD L,20211
8710,,PHYS-202-506,13,6,2,1,0,22.0,3.409,0.0,0.0,0.0,0.0,0.0,22.0,FORD L,20211
8711,,PHYS-202-507,2,6,7,2.1,0,17,2.470,0.1,0.2,0.3,3,0.4,20,FRY E,20211
8712,,PHYS-202-508,5,3,5,0,0,13.0,3.0,0.0,0.0,0.0,2.0,0.0,15.0,FRY E,20211
8713,,PHYS-202-509,2,3,2,0,0,7.0,3.0,0.0,0.0,0.0,3.0,0.0,10.0,FRY E,20211
8714,,PHYS-202-510,3,1,8,2,0,14.0,2.3569999999999998,0.0,0.0,0.0,1.0,0.0,15.0,FRY E,20211
8715,,PHYS-202-511,4,2,6,0,1,13.0,2.615,0.0,0.0,0.0,3.0,0.0,16.0,FRY E,20211
8716,,PHYS-202-513,6,4,5,1,0,16.0,2.937,0.0,0.0,0.0,7.0,0.0,23.0,LIDSTROM S,20211
8717,,PHYS-202-514,3,9,9,2,1,24.0,2.458,0.0,0.0,0.0,0.0,0.0,24.0,LIDSTROM S,20211
8718,,PHYS-202-515,4,9,7,1,0,21.0,2.761,0.0,0.0,0.0,2.0,0.0,23.0,LIDSTROM S,20211
8719,,PHYS-202-516,6,6,5,1,1,19.0,2.7889999999999997,0.0,0.0,0.0,3.0,0.0,22.0,LIDSTROM S,20211
8720,,PHYS-202-517,8,8,4,0,0,20.0,3.2,0.0,0.0,0.0,3.0,0.0,23.0,LIDSTROM S,20211
8721,,PHYS-202-518,7,4,8,0,0,19.0,2.947,0.0,0.0,0.0,4.0,0.0,23.0,LIDSTROM S,20211
8722,,PHYS-202-519,5,11,6,1,1,24.0,2.75,0.0,0.0,0.0,0.0,0.0,24.0,LIDSTROM S,20211
8723,,PHYS-202-520,5,4,8,1,0,18.0,2.722,0.0,0.0,0.0,3.0,0.0,21.0,LIDSTROM S,20211
8724,,PHYS-202-521,4,3,8,1,0,16,2.625,0.1,0.2,0.3,5,0.4,21,LIDSTROM S,20211
8725,,PHYS-202-522,5,7,5,2,0,19.0,2.7889999999999997,0.0,0.0,0.0,3.0,0.0,22.0,LIDSTROM S,20211
8726,,PHYS-202-523,3,3,11,1,0,18.0,2.444,0.0,0.0,0.0,4.0,0.0,22.0,LIDSTROM S,20211
8727,,PHYS-202-524,6,10,4,1,0,21.0,3.0,0.0,0.0,0.0,1.0,0.0,22.0,LIDSTROM S,20211
8728,,PHYS-202-525,10,6,5,1,0,22.0,3.136,0.0,0.0,0.0,2.0,0.0,24.0,FORD L,20211
8729,,PHYS-202-M01,2,4,2,0,0,8.0,3.0,0.0,0.0,0.0,1.0,0.0,9.0,FAROOQI J,20211
8730,,PHYS-206-201,11,5,3,3,0,22.0,3.09,0.0,0.0,0.0,1.0,0.0,23.0,BASSICHIS W,20211
8731,,PHYS-206-202,9,3,7,1,2,22.0,2.727,0.0,0.0,0.0,1.0,0.0,23.0,BASSICHIS W,20211
8732,,PHYS-206-203,4,5,6,3,0,18.0,2.555,0.0,0.0,0.0,0.0,0.0,18.0,BASSICHIS W,20211
8733,,PHYS-206-204,9,7,4,3,1,24.0,2.833,0.0,0.0,0.0,0.0,0.0,24.0,BASSICHIS W,20211
8734,,PHYS-206-205,5,4,4,4,2,19.0,2.315,0.0,0.0,0.0,1.0,0.0,20.0,BASSICHIS W,20211
8735,,PHYS-206-213,14,5,3,0,0,22.0,3.5,0.0,0.0,0.0,2.0,0.0,24.0,MELCONIAN D,20211
8736,,PHYS-206-214,15,6,1,0,0.1,22,3.636,0.2,0.3,0.4,1.1,0.5,23,MELCONIAN D,20211
8737,,PHYS-206-215,15,6,0,0,0,21.0,3.714,0.0,0.0,0.0,2.0,0.0,23.0,MELCONIAN D,20211
8738,,PHYS-206-216,17,5,1,0,0,23.0,3.695,0.0,0.0,0.0,1.0,0.0,24.0,MELCONIAN D,20211
8739,,PHYS-206-217,20,3,1,0,0,24.0,3.7910000000000004,0.0,0.0,0.0,0.0,0.0,24.0,MELCONIAN D,20211
8740,,PHYS-206-218,17,3,0,1,1,22.0,3.545,0.0,0.0,0.0,1.0,0.0,23.0,MELCONIAN D,20211
8741,,PHYS-206-467,10,6,4,1,0,21.0,3.19,0.0,0.0,0.0,2.0,0.0,23.0,MAHAPATRA R,20211
8742,,PHYS-206-468,16,4,2,0,0,22.0,3.636,0.0,0.0,0.0,1.0,0.0,23.0,MAHAPATRA R,20211
8743,,PHYS-206-469,10,4,4,0,0,18.0,3.333,0.0,0.0,0.0,5.0,0.0,23.0,MAHAPATRA R,20211
8744,,PHYS-206-470,13,6,2,0,0,21.0,3.523,0.0,0.0,0.0,2.0,0.0,23.0,MAHAPATRA R,20211
8745,,PHYS-206-471,10,6,2,2,1,21.0,3.0469999999999997,0.0,0.0,0.0,2.0,0.0,23.0,MAHAPATRA R,20211
8746,,PHYS-206-472,12,6,2,0,0,20.0,3.5,0.0,0.0,0.0,3.0,0.0,23.0,MAHAPATRA R,20211
